,title,content,publication,label
60,,"So ,you have Rothschild banksters and British voting machines running USA . Somehow i don&#39;t think USA won any war for independence . Rothschild owns a central bank in almost every country which means hecontrols every country , so he plays all sides against each other , no doubt Soros is a Rothschild agent . You have to give them credit He even owns all the media as well . ",abeldanger,fake
61,,"Here is the problem . The USA constitution states only Congress can declare war yet Sanctions are a declaration of war made by non other than the bankster elite that has everrything to do with profit and nothing to do with defence . Far too much power for banksters to have and the profits they make are huge , The Office of Foreign Assets Control (&quot;OFAC&quot;) of the US Department of the Treasury administers and enforces economic and trade sanctions based on US foreign policy and national security goals against targeted foreign countries and regimes, terrorists, international narcotics traffickers, those engaged in activities related to the proliferation of weapons of mass destruction, and other threats to the national security, foreign policy or economy of the United​ States.  It is an issue no one has ever adressed anywhere . So no matter who you vote for its the banksters who go to war and no one ever elects them .",abeldanger,fake
62,,"There is plenty of proof the machines are rigged whic also means trhe polls are rigged to match the machines so they must all know about it . Ask yourself how can a poll of a few thousand asked questions where they have no option possible tell you what hundreds of millions people who havent been polled think ?? Its impossible and has been the greatest con of the elite . And using past eletion results which were rigged to ppredict future results is also a scam .Soros Expects &quot;Landslide Popular Vote Victory&quot; For Trump But President Clinton Is A &quot;Done Deal&quot; Zero Hedge Done deal alright , they have been rinning this gig forever . ",abeldanger,fake
63,,"Trump has an excuse now to audit any vote with these machines , trust the UN to be involved .  He neds them to take a photo of their vote with phones , and be onto the polling booths for the bus loads of illegal voters going from booth to booth , he can bust this whole scam wide open if he is smart . Soros gave 10 million to Clinton , this must be ilegal surely ...",abeldanger,fake
64,,"He has got to go after him , he is the one causing al the trouble around the worl and is 100% proof that what Trump says about crooked and corruption is true . Conflict of interest ?? You bet it is funded by the state dept to run riot causing huge cost to USA with as Trump says ,wars they dont need amd shouldnt be involved in and making profit along the way . Have a look at his funding to all these non profits on the Gov site , its an outrage he is involved with the Voting machines . Soros Criminal Conviction Exposes &quot;Human Rights&quot; Scam Soros leverages &quot;human rights&quot; for personal gain - as does his global NGO empire. http://landdestroyer.blogspot.com.au/2012/03/surpise-soros-is-convicted-criminal.html ",abeldanger,fake
65,,"He has got to go after him , he is the one causing al the trouble around the worl and is 100% proof that what Trump says about crooked and corruption is true . Conflict of interest ?? You bet it is funded by the state dept to run riot causing huge cost to USA with as Trump says ,wars they dont need amd shouldnt be involved in and making profit along the way . Have a look at his funding to all these non profits on the Gov site , its an outrage he is involved with the Voting machines . Soros Criminal Conviction Exposes &quot;Human Rights&quot; Scam Soros leverages &quot;human rights&quot; for personal gain - as does his global NGO empire. http://landdestroyer.blogspot.com.au/2012/03/surpise-soros-is-convicted-criminal.html ",abeldanger,fake
66,,"There is plenty of proof the machines are rigged whic also means trhe polls are rigged to match the machines so they must all know about it . Ask yourself how can a poll of a few thousand asked questions where they have no option possible tell you what hundreds of millions people who havent been polled think ?? Its impossible and has been the greatest con of the elite . And using past eletion results which were rigged to ppredict future results is also a scam .Soros Expects &quot;Landslide Popular Vote Victory&quot; For Trump But President Clinton Is A &quot;Done Deal&quot; Zero Hedge Done deal alright , they have been rinning this gig forever . ",abeldanger,fake
67,,"Trump has an excuse now to audit any vote with these machines , trust the UN to be involved .  He neds them to take a photo of their vote with phones , and be onto the polling booths for the bus loads of illegal voters going from booth to booth , he can bust this whole scam wide open if he is smart . Soros gave 10 million to Clinton , this must be ilegal surely ...",abeldanger,fake
68,,"He has got to go after him , he is the one causing al the trouble around the worl and is 100% proof that what Trump says about crooked and corruption is true . Conflict of interest ?? You bet it is funded by the state dept to run riot causing huge cost to USA with as Trump says ,wars they dont need amd shouldnt be involved in and making profit along the way . Have a look at his funding to all these non profits on the Gov site , its an outrage he is involved with the Voting machines . Soros Criminal Conviction Exposes &quot;Human Rights&quot; Scam Soros leverages &quot;human rights&quot; for personal gain - as does his global NGO empire. http://landdestroyer.blogspot.com.au/2012/03/surpise-soros-is-convicted-criminal.html ",abeldanger,fake
69,#2817: Serco's Zulu Starnet Blackmail – Clinton 8(a) Pig Farm Bridge – Soros Patent Vote,"United States Marine Field McConnell  Plum City Online - ( AbelDanger.net )  October 27, 2016
1. Abel Danger ( AD ) claims that Serco began providing Zulu-timing signals through servers in the Vancouver B.C. offices of Starnet Communications in 1996 to record bets by prospective blackmail victims on the time of death of adults and children in live-broadcast snuff films.

2. AD claims that Hillary Clinton deployed Serco 8(a) companies to Vancouver in August 1999 to confiscate the Starnet servers – together with all the betting records of snuff films produced at the Pickton pig farm – and transfer them to blackmailers embedded in the Federal Bridge Certification Authority.

3. AD claims that Serco 's blackmailers on the federal bridge have forced the US Patent and Trademark Office to issue Zulu time lapse keys to a voting pad input device (US 7537159 B2) with which the George Soros-tied company Smartmatic can allegedly switch votes from Donald Trump to Hillary Clinton.

4. United States Marine Field McConnell – Global Operations Director of Abel Danger – has offered to serve as a five-star general in a future Trump administration so he can first recognize and then destroy Clinton's pig-farm bridge to Serco 's 8(a) blackmailers in the patent office.


Media Coverage of Starnet Raid - August 20, 1999
Soros Linked Voting Machines To Be Used In Key Battleground States
Note the ransom equals the bonus paid by Lockheed Martin Sister Lynne Cheney to JonBenet's father


Hillary Clinton vs. James Comey: Email Scandal Supercut
Copy of SERCO GROUP PLC: List of Subsidiaries AND Shareholders! [Note British and Saudi Governments, AXA, HSBC , Teachers' and Gold man Sachs]
Defense Ammunition Center [Outsourced to Serco ]
Serco ... Would you like to know more?

""Digital Fires Instructor Serco - Camp Pendleton, CA Uses information derived from all military disciplines (e.g., aviation, ground combat, command and control, combat service support, intelligence, and opposing forces) to determine changes in enemy capabilities, vulnerabilities, and probable courses of action.""

""Concern Grows Over Soros-Linked Voting Machines
Sixteen states may be using balloting equipment from a company tied to the leftist billionaire
by Edmund Kozak | Updated 24 Oct 2016 at 5:21 PM
Concern is growing over revelations that voting machines in a significant number of states could be linked to a company tied directly to billionaire leftist George Soros and his personal quest to create a nationless, borderless global state.

The U.K.-based Smartmatic company posted a flow-chart on its website that it had provided voting machines for 16 states, including important battleground states like Florida and Arizona. Smartmatic Chairman Mark Malloch-Brown is a former U.N. official and sits on the board of Soros’ Open Society Foundations. Since the story first broke, the flow-chart has disappeared from Smartmatic’s website, raising further questions about the real status of the Soros-tied voting equipment and whether it is truly being deployed in U.S. elections.

If Malloch-Brown's Soros ties weren't troubling enough, he also has ties to the Clintons through his work at two consulting firms.

According to a spokesperson for the National Association of Secretaries of State, Smartmatic is not on a list of federally certified providers for election systems and officials in several states’ have contested that their equipment came from Smartmatic. Why, then, had Smartmatic bragged about providing over 50,000 voting machines for U.S. elections?""

""Check http://www.gmanetwork.com/news/story/309533/opinion/why-have-all-the-digital-signatures-from-the-election-returns-been-stripped ""

""Electronic voting pad input device, system and method
US 7537159
B2 ABSTRACT
In the preferred embodiment, the invention is a data entry device intended for use by voters during an election to enter selected choices. Its basic functions are to display available options and accept voter input. Its design achieves simplicity in its preparation, deployment, and operation at any given electoral event. It also furnishes accuracy, reliability, durability, and reusability. It connects in a standard protocol to a voting station's host processor. It accepts up to 300 key codes, each one potentially a unique selection. Names, symbols, or pictures identifying candidates are printed on a paper template compliant with the device's geometry, inserted prior to an election, and visible through the device's transparent cover. When the number of candidates or valid options in a contest exceeds its capacity, additional identical units can be chain-connected, until a sufficient number of voting options are available.

Publication number: US7537159 B2
Publication type: Grant
Application number: US 11/160,782
Publication date: May 26, 2009
Filing date: Jul 8, 2005
Priority date: Jul 8, 2005
Fee status: Paid
Also published as: US20070007340
Inventors: Antonio Mugica , 4 More »
Original Assignee: Smartmatic International Corporation
Export Citation: BiBTeX, EndNote, Ref Man Patent Citations (12), Referenced by (4), Classifications (7), Legal Events (7)
External Links: USPTO , USPTO Assignment , Espacenet ""

Starnet CEO heads to court; hiring continues; sweet deals in Antigua
Friday Aug 27 1999
by Brent Mudry
CEO SEEKS TO BLOCK ACCESS TO SENSITIVE RECORDS

In the first legal challenge to the Starnet Communications International police raid, Starnet chief executive Mark Dohlen has launched a court action seeking to assert solicitor-client privilege over certain documents and records seized during searches of Starnet's corporate headquarters and his personal residence a week ago. In a motion filed Thursday in the Supreme Court of British Columbia, prominent Vancouver criminal defence lawyer Ian Donaldson seeks to block police access to sensitive records seized by members of the RCMP and the Co-ordinated Law Enforcement Unit on Aug. 20.

Certain disputed files have been sealed in court pending resolution of the privilege claim. An initial court hearing has been scheduled for Tuesday morning on the search warrant challenge.

HIRING SPREE SEEKS PORN-PEDDLER, OTHERS

In an unrelated Starnet matter, the Vancouver-based Internet gambling and pornography company appears eager to mount a new hiring spree, recruiting staff in numerous positions, including its porn division, which it hopes to quickly sell off.

In a large ad on Thursday in The Georgia Straight, a Vancouver weekly entertainment newspaper, Starnet is soliciting a marketing representative for its entertainment division, amongst numerous other posted jobs. ""Do you have the ability to 'think outside the curve'?,"" Starnet asks in its porn-peddler posting. The company states that this position requires strategic thinking and implementation, directly relating to Redlight.com and Adultv.com.

Queasy web-surfers may want to take a pass on these sites, at least Redlight.com, which offers a much harder-core home page than Starnet's main porn sites, Sizzler.com and Chisel.com. Redlight.com's home page offers an extremely explicit mix of ""teaser"" shots, including a graphic live-sex video clip. While Starnet wants to dump its porn business, its latest ad seeks a marketer to maintain continual market research of new forms of advertising and demographics, with ""overall participation in the team effort."" The Thursday recruitment ad came three days after Starnet's Monday disclosure that it hopes to quickly auction off its adult entertainment division assets, with documentation to be complete in 30 days.

This Redlight.com site happens to be the same Starnet site targeted by the police in their proposed single criminal count of adult pornography. While no charges have yet been laid against Starnet or any directors or employees, the ""information to obtain,"" a court-filed document supporting the search warrant, notes eight proposed counts, including one of possession, for the purpose of publication, distribution or circulation, computerized pictures depicting obscene acts. The police note that ""Fetish,"" one of Redlight.com's seven sections, shows 84 images of nude bondage, women with clamps on body parts, women with horse bridles and bits in their mouths, and women hanging by their arms from straps or belts.

The latest Starnet recruitment ad also suggests it is ""business as usual"" at Starnet, despite the week-ago raid by more than 100 officers from the RCMP, CLEU, the Ontario Provincial Police, the United States Customs Service and the U.S. Internal Revenue Service.

The Georgia Straight ad seeks a WorldBroadcasts.com manager, an Internet marketing manager, HTML programmers, graphic designers, an investor relations administrative assistant, an adminstrative assistant of production and sports odds analysts. Starnet seeks ""open-minded, innovative people who enjoy working in a dynamic, fun, team atmosphere and are able to work creatively under pressure.""

""BREAKING: @HillaryClinton's E-Mail Server Company Got Almost $1 Million In Gov't Loans After Wiping E-Mails
OCTOBER 26, 2016
BY CHARLES C. JOHNSON 6 COMMENTS
Give it up already. It's over. K. J. Gillenwater was the primary researcher behind this story.

Hillary Clinton's e-mail server company got almost $1 million in government loans starting immediately after they were secretly asked to wipe Hillary Clinton's name from her e-mails.

Platte River Networks (PRN) got a $493,000 loan from the Small Business Administration in August 2014 and another $350,000 loan in September 2015:

Public government data available as USAspending.gov

The first half-million dollar loan arrived not one month after PRN employee Paul Combetta was caught accidentally revealing his company was deleting evidence at Hillary's request in July 2014 .

The second $350,000 loan came about one year later.

You won't hear this stuff from the lying mainstream media. Keep the GotNews mission alive: donate at GotNews.com/donate or send tips to editor@gotnews.com. If you'd like to join our research team, contacteditor@gotnews.com.

After getting the first loan, PRN moved to a large office space after previously working out of the owner’s condo. The head of the Small Business Administration is Maria Contreras-Sweet , a Mexican immigrant who was appointed to the office by Barack Obama two months before Hillary's PRN got the first loan.

WikiLeaks leaks have proven Hillary's corrupt pay-to-play scheme. GotNews has shined a light on how Hillary gets favors from Hispanic and Democratic government bureaucrats before .

Did Hillary Clinton pay her e-mail server company Platte River Networks (PRN) with almost $1 million in favorable government loans — given out by a political friendly — in order to alter her illegal e-mails and get her name off them?

It sure looks like it.

A Freedom of Information Act (FOIA) request has been lodged for more information.

Stay tuned for more.

K. J. Gillenwater was the primary researcher behind this story.""

""Police conclude search of Starnet
CBC News Posted: Aug 24, 1999 11:26 AM ET Last Updated: Aug 24, 1999 11:26 AM ET
Police have wrapped up several days of searching the offices of Starnet Communications in Vancouver. They entered the company offices and homes of some directors on Friday.

Police were looking for evidence of illegal gambling, distributing child pornography, and money laundering. Since the raid, Starnet officials say police just don't understand their business.

The search warrant details 18 months of police investigation. It traces a network of companies registered in American and Caribbean jurisdictions.

The warrant also identifies Vancouver as the centre of Starnet's operations, even though this is a grey under Canadian law.

Police note that Starnet's revenues grew dramatically in the past two years, from betting and sex shows and from lucrative licensing agreements for its gaming software. The investigations and pornography from company sites were grounds for Friday's raid and seizure of company materials.

RCMP Constable Peter Thiessen says investigators left Starnet offices yesterday morning. He says, ""They spent the better part of three days going through the business. And as a result of that search the investigation is continuing, but no charges have been laid."" Starnet's many investors were spooked by the raid. Share prices dropped almost 70-percent on Friday. However, the company insists the raid had minimal effect on its operation. Stocks rose slightly yesterday after a day of very heavy trading.

In written statements, company CEO Mark Dohlen said the Wall Street Journal calls Starnet the leader in Internet gaming and entertainment. He says companies like his, those on the cutting edge, are often misunderstood. Yesterday, Starnet announced it will sell off the sex side of its business. It plans to focus more resources on gaming.

The Police investigation is expected to last for several more months.""

""Super Serco bulldozes ahead
By DAILY MAIL REPORTER UPDATED: 23:00 GMT, 1 September 2004
SERCO has come a long way since the 1960s when it ran the 'four-minute warning' system to alert the nation to a ballistic missile attack.

Today its £10.3bn order book is bigger than many countries' defence budgets. It is bidding for a further £8bn worth of contracts and sees £16bn of 'opportunities'.

Profit growth is less ballistic. The first-half pre-tax surplus rose 4% to £28.1m, net profits just 1% to £18m. Stripping out goodwill, the rise was 17%, with dividends up 12.5% to 0.81p.

Serco runs the Docklands Light Railway, five UK prisons, airport radar and forest bulldozers in Florida.""

"" Serco farewell to NPL after 19 years of innovation 8 January 2015 Serco said goodbye to the National Physical Laboratory (NPL) at the end of December 2014 after 19 years of extraordinary innovation and science that has seen the establishment build a world-leading reputation and deliver billions of pounds of benefit for the UK economy. During that period under Serco 's management and leadership, NPL has delivered an extraordinary variety and breadth of accomplishments for the UK's economy and industry. Some of the key achievements during that time have been:… It has been estimated that work carried out by the Centre of Carbon Measurement at NPL will save eight million tonnes of carbon emissions reductions (2% of UK footprint) and over half a billion pounds in economic benefit over the next decade…. NPL's caesium fountain atomic clock is accurate to 1 second in 158 million years and NPL is playing a key role in introducing rigour to high frequency trading [for Serco 's front running banks] in the City through NPL [Zulu] Time.""

""UK Cabinet Office – Emergency Planning College – Serco …..Types of Exercise Workshop Exercises These are structured discussion events where participants can explore issues in a less pressurised environment. They are an ideal way of developing solutions, procedures and plans rather than the focus being on decision making. Table Top Exercises These involve a realistic scenario and will follow a time line, either in real-time or with time jumps to concentrate on the more important areas. The participants would be expected to be familiar with the plans and procedures that are being used although the exercise tempo and complexity can be adjusted to suit the current state of training and readiness. Simulation and media play can be used to support the exercise. Table-top exercises help develop teamwork and allow participants to gain a better understanding of their roles and that of other agencies and organisations. Command/Control Post Exercises These are designed primarily to exercise the senior leadership and support staff in collective planning and decision making within a strategic grouping. Ideally such exercises would be run from the real command and control locations and using their communications and information systems [Feeling lucky, Punk?] . This could include a mix of locations and varying levels of technical simulation support. The Gold Standard system is flexible to allow the tempo and intensity to be adjusted to ensure maximum training benefit, or to fully test and evaluate the most important aspects of a plan. Such exercises also test information flow, communications, equipment, procedures, decision making and coordination. Live Exercises These can range from testing individual components of a system or organisation through to a full-scale rehearsal. They are particularly useful where there are regulatory requirements or with high-risk situations. They are more complex and costly to organise and deliver but can be integrated with Command Post Exercises as part of a wider exercising package.""

""Christopher Rajendran Hyman CBE (born 5 July 1963 in Durban, South Africa)[1] was Chief Executive of Serco Group plc from 2002 to October 2013.[2] … On graduation, he worked for Arthur Andersen. In 1989, he won an 18-month exchange with Ernst & Young in London, who employed him after four months.[1] Head hunted in 1994 by Serco , Hyman became European finance director, and in 1999 was made group finance director. In 2002, Hyman became chief executive. .. Hyman resigned from his role of Chief Executive of Serco on 25 October 2013 following allegations that Serco had overcharged government customers. .. He was [making a presentation to Serco shareholder, including British and Saudi governments] on the 47th floor of the World Trade Center [North Tower] at the time of the September 11 attacks in 2001.""

""July 7, 2016 Developments in PKI occurred in the early 1970s at the British intelligence agency GCHQ , where James Ellis , Clifford Cocks and others made important discoveries related to encryption algorithms and key distribution.[ 19 ] However, as developments at GCHQ are highly classified, the results of this work were kept secret and not publicly acknowledged until the mid-1990s.

The public disclosure of both secure key exchange and asymmetric key algorithms in 1976 by Diffie, Hellman , Rivest, Shamir , and Adleman changed secure communications entirely. With the further development of high-speed digital electronic communications (the Internet and its predecessors), a need became evident for ways in which users could securely communicate with each other, and as a further consequence of that, for ways in which users could be sure with whom they were actually interacting.

Assorted cryptographic protocols were invented and analyzed within which the new cryptographic primitives could be effectively used. With the invention of the World Wide Web and its rapid spread, the need for authentication and secure communication became still more acute. Commercial reasons alone (e.g., e-commerce, online access to proprietary databases from web browsers) were sufficient. Taher Elgamal and others at Netscape developed the SSL protocol ('https' in Web URLs); it included key establishment, server authentication (prior to v3, one-way only), and so on. A PKI structure was thus created for Web users/sites wishing secure communications.

Vendors and entrepreneurs saw the possibility of a large market, started companies (or new projects at existing companies), and began to agitate for legal recognition and protection from liability. An American Bar Association technology project published an extensive analysis of some of the foreseeable legal aspects of PKI operations (see ABA digital signature guidelines), and shortly thereafter, several U.S. states (Utah being the first in 1995) and other jurisdictions throughout the world began to enact laws and adopt regulations. Consumer groups raised questions about privacy, access, and liability considerations, which were more taken into consideration in some jurisdictions than in others.

The enacted laws and regulations differed, there were technical and operational problems in converting PKI schemes into successful commercial operation, and progress has been much slower than pioneers had imagined it would be.

By the first few years of the 21st century, the underlying cryptographic engineering was clearly not easy to deploy correctly. Operating procedures (manual or automatic) were not easy to correctly design (nor even if so designed, to execute perfectly, which the engineering required). The standards that existed were insufficient.

PKI vendors have found a market, but it is not quite the market envisioned in the mid-1990s, and it has grown both more slowly and in somewhat different ways than were anticipated.[20] PKIs have not solved some of the problems they were expected to, and several major vendors have gone out of business or been acquired by others. PKI has had the most success in government implementations; the largest PKI implementation to date is the Defense Information Systems Agency (DISA) PKI infrastructure for the Common Access Cards program.""

Base One Technologies – Corporate Strategy – We are a Government Certified Women-Owned Business
We practice Diversity Recruitment and Staffing for IT positions Base One was founded in 1994 by a women engineer who had made a career in technology research for many years. Base One has been very successful in focusing on diversity recruiting and staffing for IT projects. It has been our experience that the greater the diversity mix, the more creative the solution. As in any field the more diverse the viewpoint the more thorough your analysis. Our engineers can think out of the box.

Because of our affiliations we have access to pools of resources among more diverse groups & individuals. We work with a large pool of minority professionals who specialize in IT skills. We are able to have access to these resources through our status as a D/MWBD firm and our affiliations. These affiliations assist us in working with resources among more diverse groups & individuals. We are also partnered with firms that are 8A certified as Minority firms, Disabled Veteran firms, Native American firms, Vietnam veteran firms, women owned firms.

Our hub zone location keeps us close to the professional organizations of great diversity. We are active in recruiting from and networking with these community organizations of local IT professionals. This has given us access to a large pool of diversity talent.

Base One's staff of engineers are a diverse group of professionals. This diverse network of engineers helps us to branch out to other engineers and creates an even larger network of resources for us to work with.

The greater the diversity the more complete & thorough the analysis. The broader the spectrum of points of view the broader the scope of the analysis. We feel that a diverse team gives us a greater advantage in creating cutting edge solutions. To that end we will continue to nurture these relationships to further extend our talent pool.

The greater the diversity mix, the more creative the solution.

The more diverse the viewpoint, the more thorough the analysis.

The more diverse our team, the more our engineers can think out of the box.

This is why Base One Technologies concentrates on diversity recruitment in the belief that a diverse team gives us a greater advantage in creating cutting edge solutions.""

Information Security Planning is the process whereby an organization seeks to protect its operations and assets from data theft or computer hackers that seek to obtain unauthorized information or sabotage business operations.

Key Clients Benefiting From Our Information Security Expertise: Pentagon Renovation Program, FAA, Citigroup, MCI.

Base One Technologies

Expertly researches, designs, and develops information security policies that protect your data and manage your firm's information technology risk at levels acceptable to your business.

Performs architectural assessments and conducts both internal and external penetration testing. The results of these efforts culminate in an extensive risk analysis and vulnerabilities report.

Develops, implements and supports Information Security Counter measures such as honey-pots and evidence logging and incident documentation processes and solutions.""

""Base One Technologies, Ltd. is a DOMESTIC BUSINESS CORPORATION, located in New York, NY and was formed on Feb 15, 1994. This file was obtained from the Secretary of State and has a file number of 1795583. ""

""Serco's Office of Partner Relations (OPR) helps facilitate our aggressive small business utilization and growth strategies. Through the OPR, Serco mentors four local small businesses under formal Mentor Protégé Agreements: Three sponsored by DHS (Base One Technologies, TSymmetry, Inc., and HeiTech Services, Inc.,) and the fourth sponsored by GSA (DKW Communications, Inc.). Serco and HeiTech Services were awarded the 2007 DHS Mentor Protégé Team Award for exceeding our mentoring goals."" http://www.dtic.mil/whs/directives/corres/pdf/100515p.pdf

""Opened in 1994 as the successor to the Transitional Immigrant Visa Processing Center in Rosslyn, Va., the NVC centralizes all immigrant visa pre-processing and appointment scheduling for overseas posts. The NVC collects paperwork and fees before forwarding a case, ready for adjudication, to the responsible post.

The center also handles immigrant and fiancé visa petitions, and while it does not adjudicate visa applications, it provides technical assistance and support to visa-adjudicating consular officials overseas.

Only two Foreign Service officers, the director and deputy director, work at the center, along with just five Civil Service employees. They work with almost 500 contract employees doing preprocessing of visas, making the center one of the largest employers in the Portsmouth area.

The contractor, Serco , Inc., has worked with the NVC since its inception and with the Department for almost 18 years.

The NVC houses more than 2.6 million immigrant visa files, receives almost two million pieces of mail per year and received more than half a million petitions from the U.S. Citizenship and Immigration Service (USCIS) in 2011. Its file rooms' high-density shelves are stacked floor-to-ceiling with files, each a collection of someone’s hopes and dreams and each requiring proper handling. ….

The NVC also preprocesses the chief of mission (COM) application required for the filing of a petition for a Special Immigrant Visa (SIV). Such visas, for foreign nationals who have performed services for the U.S. government in Iraq and Afghanistan, require COM concurrence before the applicant can file a petition with USCIS. The NVC collects the requisite documents from such applicants and, when complete, forwards the package to the U.S. embassies in Baghdad or Kabul for COM approval""

Yours sincerely,

Field McConnell, United States Naval Academy, 1971; Forensic Economist; 30 year airline and 22 year military pilot; 23,000 hours of safety; Tel: 715 307 8222

David Hawkins Tel: 604 542-0891 Forensic Economist; former leader of oil-well blow-out teams; now sponsors Grand Juries in CSI Crime and Safety Investigation
",abeldanger,fake
70,,"Field is correct about the 8a companies and Trump is correct about China . http://planet.infowars.com/politics/whats-the-truth-about-american-vote-fraud-anything-to-suspect  As Curtis testifies they were downloading a lot of secret stuff from Nasa as well . Chinese controlling the vote in USA you couldnt make that up , no wonder they have all your industry . No one can deny this didnt happen they are all there at the testimony on video .",abeldanger,fake
71,,"Georg Soros the good oil . http://mailstar.net/soros.html   Sometimes for truth you have to sacrifice something in order to show non bias , it certainly puts the wind up the mad left raddicals paid by Soros . So the democrats dont think voting is rigged eh???? How do they explain this then ?? Clinton Eugene “Clint” Curtis is an American attorney, computer programmer and ex-employee of NASA and ExxonMobil, who also exposed election hacking.  He is notable chiefly for making a series of whistleblower allegations about his former employer and about Republican Congressman Tom Feeney, including an allegation that in 2000, Feeney and Yang Enterprises requested Curtis’s assistance in a scheme to steal votes by inserting fraudulent code into touch screen voting systems. Remember this is the Democrats at the hearing . He tells the members how he was hired by Congressman Tom Feeney in 2000 to build a prototype software package that would secretly rig an election to sway the result 51/49 to a specified side. Now this shows Donald Trump is not only not bias but just wants an honest election and no vote rigging http://www.activistpost.com/2016/03/watch-computer-programmer-testifies-under-oath-he-coded-computers-to-rig-elections.html  One might ask who are Yang enterprises ??? Field will like this . There was a reason they did not want to know who they were . http://www.yangenterprises.com/   YEI is a GSA Advantage member, offering Information Technology solutions (GS-35F-0896N), Professional Engineering Services (GS-10F-0107Y), Logistics Worldwide (GS-10F-0135Y), and Facilities Maintenance and Management Services (GS-21F-090AA).YEI receives the Marshall Space Flight Center Small Business Subcontractor Excellence Award.YEI awarded State of Florida IT Consulting Services contract.http://www.dms.myflorida.com/business_operations/state_purchasing/vendor_information/state_contracts_and_agreements/state_term_contracts/information_technology_it_consulting_services/contractors/t_z/contractors_yang_enterprises_inc  Name: Li-Woan (Lee) Yang  Title: President/CEO  Looks like they are all in on it , no wonder its always 50/50 no matter how many people in every western country which is impossible given the differnt cultures . The video is the ultimate smoking gun against the liars who know full well its all rigged . And for the Democrats to be claiming its nottrue is an outrageous lie , they had the inquiry .    ",abeldanger,fake
72,,"There is a lot more than meets the eye to this mob , wait till you read this . &quot;Soon thereafter I resigned from Yang and took another job at the Florida Department of Transportation (FDOT). While there, I discovered some other illegal activities of Yang, who had contracts with FDOT, involving over-billing and defrauding of the State of Florida regarding contracts Nee was sentenced on October 7, 2004 by U.S. District Judge Gregory A. Presenell to three years of supervised probation and $100 fine. An illegal Chinese alien admitting to what is paramount to corporate if not treasonable espionage, and the guy gets a slap on the wrist. http://www.bradblog.com/?page_id=3526  now finding the connection to Serco via contracts ....",abeldanger,fake
73,,"They tick all the boxes , flying under the radar and might be far more dangerous than anyone knows , just look who they do work for . Yang Enterprises is a high-technology woman-owned, small disadvantaged company RUN BY WOMEN .built on a strong culture of ethics, integrity, and a quest for providing our customers the highest level of quality in a safe, timely, and cost-effective manner. We are financially secure and debt-free. Our employees excel at providing top quality services and products to federal, state, and local agencies as well as commercial customers. Our enviable list of customers includes NASA, the U.S. Air Force, the U.S. Army, United Space Alliance, URS, Northrop Grumman, CSC, The Boeing Company, ExxonMobil, and the State of Florida.  While our business was founded on Applied Engineering and Information Technology services, we have successfully expanded these core competencies to include Facility Operations and Maintenance; Logistics Operations; and Systems Engineering disciplines. We currently provide these services in support of some of the nation&#39;s most complex contracts at government sites such as the Kennedy Space Center, Patrick Air Force Base, Marshall Space Flight Center, and Cape Canaveral Air Force Station and for commercial contracts such as Global Engineering Services for ExxonMobil in the United States, Caribbean and South America.  http://www.yangenterprises.com/about.aspx    ",abeldanger,fake
74,,"Field is correct about the 8a companies and Trump is correct about China . http://planet.infowars.com/politics/whats-the-truth-about-american-vote-fraud-anything-to-suspect  As Curtis testifies they were downloading a lot of secret stuff from Nasa as well . Chinese controlling the vote in USA you couldnt make that up , no wonder they have all your industry . No one can deny this didnt happen they are all there at the testimony on video .",abeldanger,fake
75,,"Georg Soros the good oil . http://mailstar.net/soros.html   Sometimes for truth you have to sacrifice something in order to show non bias , it certainly puts the wind up the mad left raddicals paid by Soros . So the democrats dont think voting is rigged eh???? How do they explain this then ?? Clinton Eugene “Clint” Curtis is an American attorney, computer programmer and ex-employee of NASA and ExxonMobil, who also exposed election hacking.  He is notable chiefly for making a series of whistleblower allegations about his former employer and about Republican Congressman Tom Feeney, including an allegation that in 2000, Feeney and Yang Enterprises requested Curtis’s assistance in a scheme to steal votes by inserting fraudulent code into touch screen voting systems. Remember this is the Democrats at the hearing . He tells the members how he was hired by Congressman Tom Feeney in 2000 to build a prototype software package that would secretly rig an election to sway the result 51/49 to a specified side. Now this shows Donald Trump is not only not bias but just wants an honest election and no vote rigging http://www.activistpost.com/2016/03/watch-computer-programmer-testifies-under-oath-he-coded-computers-to-rig-elections.html  One might ask who are Yang enterprises ??? Field will like this . There was a reason they did not want to know who they were . http://www.yangenterprises.com/   YEI is a GSA Advantage member, offering Information Technology solutions (GS-35F-0896N), Professional Engineering Services (GS-10F-0107Y), Logistics Worldwide (GS-10F-0135Y), and Facilities Maintenance and Management Services (GS-21F-090AA).YEI receives the Marshall Space Flight Center Small Business Subcontractor Excellence Award.YEI awarded State of Florida IT Consulting Services contract.http://www.dms.myflorida.com/business_operations/state_purchasing/vendor_information/state_contracts_and_agreements/state_term_contracts/information_technology_it_consulting_services/contractors/t_z/contractors_yang_enterprises_inc  Name: Li-Woan (Lee) Yang  Title: President/CEO  Looks like they are all in on it , no wonder its always 50/50 no matter how many people in every western country which is impossible given the differnt cultures . The video is the ultimate smoking gun against the liars who know full well its all rigged . And for the Democrats to be claiming its nottrue is an outrageous lie , they had the inquiry .    ",abeldanger,fake
